Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SM","SM ENERGY","Energy","Equity","75,838,381.71","0.15","75,838,381.71","2,688,351.00","28.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASGN","ASGN INC","Industrials","Equity","75,491,876.28","0.15","75,491,876.28","1,089,978.00","69.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACA","ARCOSA INC","Industrials","Equity","75,455,677.17","0.15","75,455,677.17","1,076,247.00","70.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTLA","INTELLIA THERAPEUTICS INC","Health Care","Equity","75,427,880.96","0.15","75,427,880.96","1,841,501.00","40.96","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","75,163,762.08","0.14","75,163,762.08","2,108,972.00","35.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OI","O I GLASS INC","Materials","Equity","75,159,269.16","0.14","75,159,269.16","3,417,884.00","21.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWR","AMERICAN STATES WATER","Utilities","Equity","75,137,422.68","0.14","75,137,422.68","820,188.00","91.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOLD","AMICUS THERAPEUTICS INC","Health Care","Equity","74,567,719.75","0.14","74,567,719.75","6,127,175.00","12.17","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN CORP","Utilities","Equity","74,374,454.13","0.14","74,374,454.13","1,290,551.00","57.63","United States","NASDAQ","USD","1.00","USD","-"
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Health Care","Equity","74,234,552.68","0.14","74,234,552.68","5,502,932.00","13.49","United States","NASDAQ","USD","1.00","USD","-"
"SR","SPIRE INC","Utilities","Equity","74,207,107.60","0.14","74,207,107.60","1,132,760.00","65.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CADE","CADENCE BANK","Financials","Equity","74,114,389.53","0.14","74,114,389.53","3,760,243.00","19.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKY","SKYLINE CHAMPION CORP","Consumer Discretionary","Equity","73,900,903.23","0.14","73,900,903.23","1,184,879.00","62.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","73,777,863.90","0.14","73,777,863.90","1,204,930.00","61.23","United States","NASDAQ","USD","1.00","USD","-"
"COOP","MR COOPER GROUP INC","Financials","Equity","73,598,088.30","0.14","73,598,088.30","1,539,065.00","47.82","United States","NASDAQ","USD","1.00","USD","-"
"MDGL","MADRIGAL PHARMACEUTICALS INC","Health Care","Equity","73,506,093.14","0.14","73,506,093.14","282,781.00","259.94","United States","NASDAQ","USD","1.00","USD","-"
"APLE","APPLE HOSPITALITY REIT INC","Real Estate","Equity","73,476,423.33","0.14","73,476,423.33","4,780,509.00","15.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","73,301,545.68","0.14","73,301,545.68","313,764.00","233.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","72,953,897.40","0.14","72,953,897.40","986,130.00","73.98","United States","NASDAQ","USD","1.00","USD","-"
"SYNA","SYNAPTICS INC","Information Technology","Equity","72,920,541.25","0.14","72,920,541.25","881,215.00","82.75","United States","NASDAQ","USD","1.00","USD","-"
"BXMT","BLACKSTONE MORTGAGE TRUST REIT CLA","Financials","Equity","72,786,875.73","0.14","72,786,875.73","3,828,873.00","19.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Consumer Staples","Equity","72,638,240.49","0.14","72,638,240.49","1,973,329.00","36.81","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","72,288,886.67","0.14","72,288,886.67","104,429.00","692.23","United States","NASDAQ","USD","1.00","USD","-"
"SXT","SENSIENT TECHNOLOGIES CORP","Materials","Equity","71,910,013.50","0.14","71,910,013.50","932,685.00","77.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","PHYSICIANS REALTY TRUST REIT","Real Estate","Equity","71,014,174.10","0.14","71,014,174.10","5,065,205.00","14.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRTC","IRHYTHM TECHNOLOGIES INC","Health Care","Equity","70,782,796.26","0.14","70,782,796.26","669,911.00","105.66","United States","NASDAQ","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","70,668,090.80","0.14","70,668,090.80","989,195.00","71.44","United States","NASDAQ","USD","1.00","USD","-"
"CYTK","CYTOKINETICS INC","Health Care","Equity","70,466,798.61","0.14","70,466,798.61","1,824,147.00","38.63","United States","NASDAQ","USD","1.00","USD","-"
"BCO","BRINKS","Industrials","Equity","70,211,595.72","0.14","70,211,595.72","1,007,051.00","69.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPH","TRI POINTE HOMES INC","Consumer Discretionary","Equity","69,905,279.38","0.13","69,905,279.38","2,241,991.00","31.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","69,832,689.10","0.13","69,832,689.10","1,003,055.00","69.62","United States","NASDAQ","USD","1.00","USD","-"
"CWT","CALIFORNIA WATER SERVICE GROUP","Utilities","Equity","69,772,501.40","0.13","69,772,501.40","1,205,260.00","57.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","69,635,854.86","0.13","69,635,854.86","435,578.00","159.87","United States","NASDAQ","USD","1.00","USD","-"
"OTTR","OTTER TAIL CORP","Utilities","Equity","68,932,562.88","0.13","68,932,562.88","913,256.00","75.48","United States","NASDAQ","USD","1.00","USD","-"
"PTCT","PTC THERAPEUTICS INC","Health Care","Equity","68,704,237.56","0.13","68,704,237.56","1,557,213.00","44.12","United States","NASDAQ","USD","1.00","USD","-"
"SANM","SANMINA CORP","Information Technology","Equity","68,650,616.32","0.13","68,650,616.32","1,267,552.00","54.16","United States","NASDAQ","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","68,239,751.14","0.13","68,239,751.14","641,894.00","106.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABM","ABM INDUSTRIES INC","Industrials","Equity","68,127,632.92","0.13","68,127,632.92","1,473,986.00","46.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FHI","FEDERATED HERMES INC CLASS B","Financials","Equity","67,981,254.44","0.13","67,981,254.44","1,895,212.00","35.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BL","BLACKLINE INC","Information Technology","Equity","67,891,717.62","0.13","67,891,717.62","1,228,587.00","55.26","United States","NASDAQ","USD","1.00","USD","-"
"HL","HECLA MINING","Materials","Equity","67,379,071.48","0.13","67,379,071.48","12,295,451.00","5.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","67,312,554.97","0.13","67,312,554.97","67,312,555.00","1.00","United States","-","USD","1.00","USD","-"
"FOCS","FOCUS FINANCIAL PARTNERS INC CLASS","Financials","Equity","67,138,628.22","0.13","67,138,628.22","1,288,402.00","52.11","United States","NASDAQ","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","67,055,994.18","0.13","67,055,994.18","2,760,642.00","24.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WIRE","ENCORE WIRE CORP","Industrials","Equity","67,041,012.54","0.13","67,041,012.54","393,387.00","170.42","United States","NASDAQ","USD","1.00","USD","-"
"NARI","INARI MEDICAL INC","Health Care","Equity","66,725,557.43","0.13","66,725,557.43","1,072,241.00","62.23","United States","NASDAQ","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","66,323,937.16","0.13","66,323,937.16","1,238,311.00","53.56","United States","NASDAQ","USD","1.00","USD","-"
"BCC","BOISE CASCADE","Industrials","Equity","66,131,129.43","0.13","66,131,129.43","875,793.00","75.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","66,130,030.54","0.13","66,130,030.54","10,034,906.00","6.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEM","SELECT MEDICAL HOLDINGS CORP","Health Care","Equity","65,977,927.53","0.13","65,977,927.53","2,314,203.00","28.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS INC","Health Care","Equity","65,582,056.94","0.13","65,582,056.94","2,664,854.00","24.61","United States","NASDAQ","USD","1.00","USD","-"
"PGNY","PROGYNY INC","Health Care","Equity","65,568,583.68","0.13","65,568,583.68","1,680,384.00","39.02","United States","NASDAQ","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","65,420,120.50","0.13","65,420,120.50","1,015,525.00","64.42","United States","NASDAQ","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","Information Technology","Equity","65,341,689.24","0.13","65,341,689.24","1,279,203.00","51.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","65,327,040.90","0.13","65,327,040.90","416,361.00","156.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARNC","ARCONIC CORP","Materials","Equity","65,083,956.00","0.13","65,083,956.00","2,252,040.00","28.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS LTD","Consumer Discretionary","Equity","65,037,413.12","0.13","65,037,413.12","993,848.00","65.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSTR","MICROSTRATEGY INC CLASS A","Information Technology","Equity","64,886,949.45","0.13","64,886,949.45","214,765.00","302.13","United States","NASDAQ","USD","1.00","USD","-"
"CRC","CALIFORNIA RESOURCES CORP","Energy","Equity","64,803,272.05","0.12","64,803,272.05","1,646,843.00","39.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOGA","MOOG INC CLASS A","Industrials","Equity","64,795,447.35","0.12","64,795,447.35","636,435.00","101.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","Health Care","Equity","64,748,560.50","0.12","64,748,560.50","1,106,813.00","58.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVA","AVISTA CORP","Utilities","Equity","64,213,220.57","0.12","64,213,220.57","1,544,701.00","41.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCN","DIGITALOCEAN HOLDINGS INC","Information Technology","Equity","64,184,178.24","0.12","64,184,178.24","1,548,846.00","41.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LXP","LXP INDUSTRIAL TRUST","Real Estate","Equity","64,075,250.37","0.12","64,075,250.37","6,050,543.00","10.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LCII","LCI INDUSTRIES","Consumer Discretionary","Equity","63,981,174.60","0.12","63,981,174.60","552,276.00","115.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESGR","ENSTAR GROUP LTD","Financials","Equity","63,883,008.00","0.12","63,883,008.00","249,543.00","256.00","United States","NASDAQ","USD","1.00","USD","-"
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Financials","Equity","63,704,304.69","0.12","63,704,304.69","1,565,601.00","40.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPD","RAPID7 INC","Information Technology","Equity","63,571,661.30","0.12","63,571,661.30","1,309,406.00","48.55","United States","NASDAQ","USD","1.00","USD","-"
"HRI","HERC HOLDINGS INC","Industrials","Equity","63,282,238.49","0.12","63,282,238.49","557,111.00","113.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GKOS","GLAUKOS CORP","Health Care","Equity","63,183,867.12","0.12","63,183,867.12","1,017,126.00","62.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMBA","AMBARELLA INC","Information Technology","Equity","63,098,274.82","0.12","63,098,274.82","824,383.00","76.54","United States","NASDAQ","USD","1.00","USD","-"
"VRNS","VARONIS SYSTEMS INC","Information Technology","Equity","63,014,773.76","0.12","63,014,773.76","2,379,712.00","26.48","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","62,933,231.36","0.12","62,933,231.36","693,632.00","90.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","62,781,479.04","0.12","62,781,479.04","1,408,288.00","44.58","United States","NASDAQ","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","Financials","Equity","62,218,671.60","0.12","62,218,671.60","978,281.00","63.60","United States","NASDAQ","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE INC","Real Estate","Equity","62,058,707.17","0.12","62,058,707.17","3,847,409.00","16.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","61,759,098.44","0.12","61,759,098.44","732,524.00","84.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMS","GMS INC","Industrials","Equity","61,565,070.06","0.12","61,565,070.06","930,267.00","66.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","61,493,255.70","0.12","61,493,255.70","1,065,741.00","57.70","United States","NASDAQ","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","61,145,217.63","0.12","61,145,217.63","2,795,849.00","21.87","United States","NASDAQ","USD","1.00","USD","-"
"KWR","QUAKER CHEMICAL CORP","Materials","Equity","60,796,950.00","0.12","60,796,950.00","300,975.00","202.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWRD","FORWARD AIR CORP","Industrials","Equity","60,676,879.68","0.12","60,676,879.68","597,684.00","101.52","United States","NASDAQ","USD","1.00","USD","-"
"ENV","ENVESTNET INC","Information Technology","Equity","60,523,791.39","0.12","60,523,791.39","1,145,633.00","52.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Communication","Equity","60,323,755.86","0.12","60,323,755.86","956,154.00","63.09","United States","NASDAQ","USD","1.00","USD","-"
"CNX","CNX RESOURCES CORP","Energy","Equity","60,255,687.96","0.12","60,255,687.96","3,733,314.00","16.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBP","INSTALLED BUILDING PRODUCTS INC","Consumer Discretionary","Equity","60,224,667.00","0.12","60,224,667.00","529,215.00","113.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","60,113,914.30","0.12","60,113,914.30","828,586.00","72.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDFC","WD-40","Consumer Staples","Equity","60,013,714.50","0.12","60,013,714.50","303,790.00","197.55","United States","NASDAQ","USD","1.00","USD","-"
"PRTA","PROTHENA PLC","Health Care","Equity","59,858,583.90","0.12","59,858,583.90","867,390.00","69.01","United States","NASDAQ","USD","1.00","USD","-"
"PRFT","PERFICIENT INC","Information Technology","Equity","59,779,851.45","0.12","59,779,851.45","759,495.00","78.71","United States","NASDAQ","USD","1.00","USD","-"
"MGEE","MGE ENERGY INC","Utilities","Equity","59,373,809.11","0.11","59,373,809.11","808,577.00","73.43","United States","NASDAQ","USD","1.00","USD","-"
"CBU","COMMUNITY BANK SYSTEM INC","Financials","Equity","59,301,571.15","0.11","59,301,571.15","1,117,843.00","53.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","59,051,186.47","0.11","59,051,186.47","2,492,663.00","23.69","United States","NASDAQ","USD","1.00","USD","-"
"KRYS","KRYSTAL BIOTECH INC","Health Care","Equity","58,900,856.40","0.11","58,900,856.40","474,242.00","124.20","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","58,759,347.06","0.11","58,759,347.06","2,259,106.00","26.01","United States","NASDAQ","USD","1.00","USD","-"
"UNF","UNIFIRST CORP","Industrials","Equity","58,744,925.60","0.11","58,744,925.60","333,040.00","176.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","58,721,764.32","0.11","58,721,764.32","3,005,208.00","19.54","United States","NASDAQ","USD","1.00","USD","-"
